company,created_at,favorite_count,retweet_count,reply_to,content,hashtags,retweet,quote
Beckhoff_DE,2016-12-21 15:07:59,3,5,,"Microsoft, SAP und Amazon präsentieren Cloud-Dienste im Beckhoff #Industrie40 Themenpark. https://t.co/9Azz3mB9I2 #IoT #bigdata","['industrie40', 'iot', 'bigdata']",False,False
Beckhoff_DE,2016-12-20 12:02:37,2,2,,Scheugenpflug: TwinCAT CNC für Automobilindustrie https://t.co/R4cocxSPCy https://t.co/ZEmgLPWKGI,,False,False
Beckhoff_DE,2016-12-15 13:40:01,0,1,,TwinCAT Measurement: Optimale Software-Unterstützung für neue EtherCAT-Messtechnikmodule. https://t.co/EVcegGBnRI,,False,False
Beckhoff_DE,2016-12-15 13:15:01,2,0,,"EtherCAT-Messtechnikmodule: Äußerst präzise, schnell und robust. https://t.co/pYIDMzDHQ1 | https://t.co/fTjqiEaUAW",,False,False
Beckhoff_DE,2016-12-15 08:13:19,0,4,,RT @Beckhoff_DE: SPS 2016: Alle Videos von der @spsipcdrives 2016 auf https://t.co/lBYJUC6Tnd oder https://t.co/3PfVKDPTpy. #sps_live,['sps_live'],False,False
Beckhoff_DE,2016-12-12 15:19:41,2,1,,Komplexe Steuerungstechnik auf Bregenzer Seebühne https://t.co/myoeZV4fAw https://t.co/EJvzxRQjuo,,False,False
Beckhoff_DE,2016-12-12 15:07:43,2,0,,Ultra-Compact-IPC C6015: Extrem platzsparend und flexibel. https://t.co/JQfkijB4YZ #sps_live,['sps_live'],False,False
Beckhoff_DE,2016-11-28 08:00:03,2,4,,SPS 2016: Alle Videos von der @spsipcdrives 2016 auf https://t.co/lBYJUC6Tnd oder https://t.co/3PfVKDPTpy. #sps_live,['sps_live'],False,False
Beckhoff_DE,2016-11-25 09:04:31,3,1,,Beckhoff Messe-TV vom 3. Tag auf der @spsipcdrives. Thema u. a.: Many-Core-Control auf der Hutschiene. https://t.co/vWMKRVtwTN  #sps_live,['sps_live'],False,False
Beckhoff_DE,2016-11-24 08:27:50,2,0,,Beckhoff Messe-TV vom 2. Tag auf der @spsipcdrives. Thema u. a.: Ultra-kompakter Industrie-PC C6015. https://t.co/kAE6uLGZjN #sps_live,['sps_live'],False,False
Beckhoff_DE,2016-11-24 07:20:00,1,1,,Leistungssprung bei Embedded-PCs: 12 Kerne auf der Hutschiene. Der CX20x2 many-core. https://t.co/lBYJUBPhYD |… https://t.co/FtUmUlU2Vf,,False,False
Beckhoff_DE,2016-11-23 20:58:40,0,5,,RT @FelixGerg: #IoT After Messe Party @Beckhoff_DE @spsipcdrives #automation #fairparty #Vernetzung @NetzwerkI40 #connectedindustry https:/…,"['iot', 'automation', 'fairparty', 'vernetzung', 'connectedindustry']",False,False
Beckhoff_DE,2016-11-23 19:36:35,0,4,,RT @toshimitsu: The night for dancing engineers! #Beckhoff https://t.co/U31FXhuetF,['beckhoff'],False,False
Beckhoff_DE,2016-11-23 19:29:32,2,0,,"High-Tech und High-Life. Die Beckhoff Standparty auf der @spsipcdrives. https://t.co/lBYJUC6Tnd | #sps_live, Halle… https://t.co/w3MlyFTNly",['sps_live'],False,False
Beckhoff_DE,2016-11-23 15:15:01,2,0,,"Impression vom Beckhoff-Stand auf der @spsipcdrives 2016. https://t.co/lBYJUC6Tnd | #sps_live, Halle 7-406 https://t.co/QLIAVN8soP",['sps_live'],False,False
Beckhoff_DE,2016-11-23 14:38:17,2,0,,Faszination Automation auf der @spsipcdrives. Das Beckhoff-Team freut sich auf Ihren Besuch.… https://t.co/CYWVAJx62r,,False,False
Beckhoff_DE,2016-11-23 12:22:02,2,0,,Neue Perspektive mit der Microsoft HoloLens™ Live-Demo im #Industrie40-Themenpark. https://t.co/lBYJUC6Tnd |… https://t.co/tUyodFR15x,['industrie40'],False,False
Beckhoff_DE,2016-11-23 08:19:15,1,0,,"Beckhoff Messe-TV vom 1. Tag auf der @spsipcdrives. Thema u. a.: Highend-Messtechnik, #Industrie40, #IoT. https://t.co/V35ZTYrbJl  #sps_live","['industrie40', 'iot', 'sps_live']",False,False
Beckhoff_DE,2016-11-23 07:45:00,2,2,,„Plug-and-Cloud“ mit dem #IoT-Buskoppler EK9160. Beckhoff auf der @spsipcdrives. https://t.co/lBYJUBPhYD |… https://t.co/twGYiTvUkN,['iot'],False,False
Beckhoff_DE,2016-11-23 07:30:00,4,3,,"Willkommen im #Industrie40-Themenpark: Erleben Sie die vernetzte Produktion! https://t.co/lBYJUC6Tnd | #sps_live, H… https://t.co/Tm42A0NJr9","['industrie40', 'sps_live']",False,False
Beckhoff_DE,2016-11-22 14:53:56,2,0,,"Dies war die Beckhoff-Pressekonferenz auf der @spsipcdrives 2016. Wir freuen uns auf Ihren Besuch in Halle 7, Stand… https://t.co/kn7FkazEvS",,False,False
Beckhoff_DE,2016-11-22 14:49:24,1,0,,Roland van Mark: Ultra-kompakter Industrie-PC C6015 erweitert Anwendungsvielfalt von PC-based Control. #sps_live… https://t.co/pKxoMlZC4H,['sps_live'],False,False
Beckhoff_DE,2016-11-22 14:44:42,1,0,,Andreas Thome: Many-Core-Rechenleistung und Messtechnik-Metallmodule eröffnen neue Möglichkeiten für Scientific Aut… https://t.co/W3byb51CQ1,,False,False
Beckhoff_DE,2016-11-22 14:38:46,1,0,,Andreas Thome: Embedded-PC CX2000 bietet Many-Core-Rechenleistung für die Hutschienenmontage. #sps_live… https://t.co/0FyGXzlHYq,['sps_live'],False,False
Beckhoff_DE,2016-11-22 14:34:03,2,0,,Martin Podrouschek: Die neuen #EtherCAT-Messtechnikmodule sind direkt in PC-based Control von Beckhoff integriert.… https://t.co/nOU9BNM5FB,['ethercat'],False,False
Beckhoff_DE,2016-11-22 14:21:30,1,3,,Hans Beckhoff: Umsatzsteigerung um + 8 % auf voraussichtlich 670 Mio. Euro in 2016. #sps_live @spsipcdrives https://t.co/NeHs1vfwee,['sps_live'],False,False
Beckhoff_DE,2016-11-22 13:45:00,0,0,,"Die Beckhoff Pressekonferenz auf der @spsipcdrives 2016: Ab 15.15 Uhr hier auf Twitter. | #sps_live, Halle 7-406 https://t.co/SpmEADgZxg",['sps_live'],False,False
Beckhoff_DE,2016-11-22 12:10:00,1,2,,"Neuer Ultra-Compact-IPC C6015: extrem platzsparend und flexibel. https://t.co/lBYJUC6Tnd | #sps_live, Halle 7-406 https://t.co/FaOLceutYI",['sps_live'],False,False
Beckhoff_DE,2016-11-22 09:30:48,2,1,,".@MicrosoftDE, @SAPdach und @AWS_Aktuell präsentieren Cloud-Dienste auf dem Beckhoff-Stand. https://t.co/lBYJUC6Tnd… https://t.co/ICS9mDGl3W",,False,False
Beckhoff_DE,2016-11-22 07:30:00,1,0,,"Highend-Messtechnik für PC-based Control: die EtherCAT-Messtechnikmodule. https://t.co/lBYJUC6Tnd | #sps_live, Hall… https://t.co/5KIeNUgiS4",['sps_live'],False,False
Beckhoff_DE,2016-11-22 07:00:00,4,1,,"Erleben Sie Faszination Automation! Beckhoff auf der @spsipcdrives 2016: Halle 7, Stand 406.… https://t.co/yDUw0EljC9",,False,False
Beckhoff_DE,2016-11-21 16:52:44,0,0,,Letzte Vorbereitungen für die Olympiade der Automatisierung: Das Beckhoff-Team freut sich auf Ihren Besuch!… https://t.co/RAiqltKEg5,,False,False
Beckhoff_DE,2016-11-17 14:53:08,1,2,,ETZ S5/16: Integriert von Messtechnik bis Cloud https://t.co/5ZTJWVrlAO https://t.co/01KyWoMlEI,,False,False
Beckhoff_DE,2016-11-16 15:07:48,2,1,,Open Automation 06/16: Interview mit Hans Beckhoff. #sps_live https://t.co/4ipq3FQbyi https://t.co/wBfdTGR7f8,['sps_live'],False,False
Beckhoff_DE,2016-11-15 16:28:13,0,2,,Elektro Automation 11/16: 12 Kerne auf Hutschiene https://t.co/WidMuS7bQK https://t.co/m71L4GMVa5,,False,False
Beckhoff_DE,2016-11-03 13:09:49,1,1,,SPS-Magazin 11/16: Neue EtherCAT-Messtechnikmodule https://t.co/8CwpkWRizK https://t.co/5ROyqZ37PC,,False,False
Beckhoff_DE,2016-10-20 11:14:24,1,0,,Erleben Sie Faszination Automation: Beckhoff auf der @spsipcdrives 2016. https://t.co/eV1pm9erSJ | https://t.co/lBYJUC6Tnd | #sps_live,['sps_live'],False,False
Beckhoff_DE,2016-10-19 09:32:36,7,1,,Faszination Automation auf der SPS IPC Drives. https://t.co/HCclXplLit https://t.co/86EVymudyR,,False,False
Beckhoff_DE,2016-10-14 10:56:21,2,2,,Applikationsfilm: Intelligente DALI-Lichtsteuerung für höchste Energieeffizienz bei Pirelli https://t.co/LvElvJIZBk,,False,False
Beckhoff_DE,2016-10-13 12:59:46,0,1,,K 2016: Vierfach-Vorsprung für Kunststoffmaschinen https://t.co/NuDElYfs1F https://t.co/Cxn9j8x6zw,,False,False
Beckhoff_DE,2016-10-06 14:30:20,2,1,,Motek: Industrie 4.0 für die Montage und Handhabung https://t.co/xt8mGJjp7t https://t.co/a7JrZz2mzU,,False,False
Beckhoff_DE,2016-10-05 12:29:24,0,1,,Neue Produkte für #Industrie40 und #IoT: PC-based Control ist die optimale Basistechnologie für Industrie 4.0. https://t.co/1SLDREmCK1,"['industrie40', 'iot']",False,False
Beckhoff_DE,2016-09-28 12:37:10,1,1,,Credimex: XTS als Basis einer Montageanlage https://t.co/rC9JTJwqrQ https://t.co/EdQAHPTbHC,,False,False
Beckhoff_DE,2016-09-28 11:12:19,2,1,,TwinCAT Analytics: Lückenlose Aufzeichnung und Analyse von Prozessdaten. #Industrie40 und #IoT einfach implementiert https://t.co/FCDDGo6Xqq,"['industrie40', 'iot']",False,False
Beckhoff_DE,2016-09-27 13:47:09,0,1,,RT @itsOWL_Cluster: Im #itsOWL-Projekt steigert @Beckhoff_DE durch Integration neuer Funktionen d. Effizienz der Automatisierungstechnik #G…,['itsowl'],False,False
Beckhoff_DE,2016-09-23 12:46:32,3,0,,TwinCAT #IoT: Schnell und standardisiert in die #Cloud. https://t.co/C5GQ0cr1j1,"['iot', 'cloud']",False,False
Beckhoff_DE,2016-09-22 15:24:15,1,1,,Beckhoff auf der FachPack 2016 https://t.co/8KALcOmFWc https://t.co/XylVLA97O3,,False,False
Beckhoff_DE,2016-09-15 13:17:10,2,0,,PC-based Control bei Bauer Steuerungstechnik https://t.co/E6aidbFfmw https://t.co/S2B8vl8m8e,,False,False
Beckhoff_DE,2016-09-08 10:25:31,1,0,,Studienstart bei Beckhoff https://t.co/XbnHVbD9Nu https://t.co/Jg9pE5u2Dc,,False,False
Beckhoff_DE,2016-09-07 10:55:37,1,0,,Ausbildungsstart bei Beckhoff Automation https://t.co/mTPLARxcod https://t.co/Ea6WUMyeJQ,,False,False
Beckhoff_DE,2016-09-06 09:47:49,1,0,,Beckhoff auf der WindEnergy Hamburg https://t.co/xiSinQCjOP https://t.co/9AxI70wyLv,,False,False
Beckhoff_DE,2016-08-26 10:01:09,1,0,,Beckhoff auf der SMM: PC-based Control für den Schiffbau https://t.co/aY39OdZyLg https://t.co/6QbfHQOYZl,,False,False
Beckhoff_DE,2016-08-25 11:09:23,0,0,,EtherCAT P: One Cable Automation für die Feldebene – ultraschnelle Kommunikation und Power auf einem Kabel https://t.co/JY3k7kAzff,,False,False
Beckhoff_DE,2016-08-23 08:44:18,0,0,,"Die neue Preis-Leistungs-Klasse für PC-basierte Steuerungstechnik: Panel-PCs CP6606/CP6706, Schaltschrank-PC C6905 https://t.co/7gwIzgL6F8",,False,False
Beckhoff_DE,2016-08-17 14:26:12,0,1,,Mitsubishi: PC-based Control erhöht Teilequalität https://t.co/iX0p5SliBV https://t.co/nwO28IT73W,,False,False
Beckhoff_DE,2016-08-12 11:52:38,4,0,,"Interview mit Hans Beckhoff: Geschäftsjahr 2015, aktuelle Unternehmensentwicklung, #Industrie40, #IoT https://t.co/iLXRvDu9mM","['industrie40', 'iot']",False,False
Beckhoff_DE,2016-08-03 15:35:09,0,1,,EtherCAT P mit breitem IP-67-I/O-Spektrum https://t.co/SOPMnkmx0j https://t.co/oI2Ub5hdyT,,False,False
Beckhoff_DE,2016-07-29 13:38:39,1,1,,Embedded-PC CX2000: Multicore auf der Hutschiene. https://t.co/tcDhr0KFlX,,False,False
Beckhoff_DE,2016-07-27 10:36:11,0,1,,Boston Scientific: PC-based Control optimiert Prüftechnikverfahren https://t.co/OcZ3HvUtSS https://t.co/97PcMxnjsX,,False,False
Beckhoff_DE,2016-07-22 13:05:37,2,1,,Multi-Core-Technologie bei lightweight solutions https://t.co/7DIt7R9Kg4 https://t.co/9E2YAKYEq6,,False,False
Beckhoff_DE,2016-07-14 13:45:12,2,2,,Beckhoff-Produkte für Industrie 4.0 und IoT https://t.co/IcNzaC5K7B https://t.co/L7GFno8eo0,,False,False
Beckhoff_DE,2016-07-06 10:56:16,1,0,,"Video: #IoT-Buskoppler EK9160, Cloud-based Control https://t.co/Bqb5uFIr6J",['iot'],False,False
Beckhoff_DE,2016-07-05 13:15:13,0,2,,Uhlmann: XTS steigert Produktionseffizienz https://t.co/uzUFPWLRf9 https://t.co/UwY7CmfnOC,,False,False
Beckhoff_DE,2016-07-05 07:40:21,1,1,,NEU: Alle Videos in deutscher Sprache in einem eigenen YouTube-Kanal. Jetzt abonnieren! https://t.co/Uu5APVX11I,,False,False
Beckhoff_DE,2016-07-01 06:41:43,0,1,,"Webinar | EtherCAT Distributed-Clocks: Funktionsweise, Anwendung, Diagnose. Di. 05.07. 15.00 Uhr. Anmeldung: https://t.co/gyEpiIaJGq",,False,False
Beckhoff_DE,2016-06-24 12:39:11,1,1,,Sodecia GTAC setzt auf PC-based Control https://t.co/3opR5zXJv1 https://t.co/lGhypJHDp6,,False,False
